
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\0CX\0CX02TE\2013-04-16_19-41-47_9999\0CX02TE-2013-04-16_19-41-47_9999-8_99_8.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-16_16_16_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-16_16_16_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-17_17_17.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-17_17_17_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-17_17_17_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-17_17_17_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-18_18_18.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-18_18_18_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-18_18_18_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-18_18_18_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-19_19_19.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-19_19_19_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-19_19_19_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-19_19_19_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-1_1_1.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-1_1_1_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-1_1_1_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-1_1_1_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-20_20_20.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-20_20_20_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-20_20_20_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-20_20_20_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-21_21_21.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-21_21_21_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-21_21_21_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-21_21_21_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-22_22_22.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-22_22_22_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-22_22_22_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-22_22_22_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-23_23_23.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-23_23_23_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-23_23_23_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-23_23_23_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-24_24_24.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-24_24_24_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-24_24_24_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-24_24_24_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-25_25_25.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-25_25_25_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-25_25_25_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-25_25_25_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-2_2_2.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-2_2_2_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-2_2_2_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-2_2_2_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-3_3_3.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-3_3_3_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-3_3_3_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-3_3_3_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-4_4_4.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-4_4_4_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-4_4_4_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-4_4_4_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-5_5_5.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-5_5_5_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-5_5_5_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-5_5_5_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-6_6_6.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-6_6_6_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-6_6_6_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-6_6_6_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-7_7_7.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-7_7_7_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-7_7_7_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-7_7_7_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-8_8_8.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-8_8_8_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-8_8_8_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-8_8_8_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-9_9_9.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-9_9_9_horizontal.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-9_9_9_transpose.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125871\2013-06-19_16-31-42_7240\3125871-2013-06-19_16-31-42_7240-9_9_9_vertical.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125876\2013-06-05_22-40-27_6870\3125876-2013-06-05_22-40-27_6870-20_3_20.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125876\2013-06-05_22-40-27_6870\3125876-2013-06-05_22-40-27_6870-20_3_20_horizontal.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125876\2013-06-05_22-40-27_6870\3125876-2013-06-05_22-40-27_6870-20_3_20_transpose.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125876\2013-06-05_22-40-27_6870\3125876-2013-06-05_22-40-27_6870-20_3_20_vertical.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-15_23_15.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-15_23_15_horizontal.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-15_23_15_transpose.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-15_23_15_vertical.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-19_19_19.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-19_19_19_horizontal.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-19_19_19_transpose.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-19_19_19_vertical.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-1_9_1.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-1_9_1_horizontal.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-1_9_1_transpose.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-1_9_1_vertical.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-25_15_25.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-25_15_25_horizontal.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-25_15_25_transpose.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-25_15_25_vertical.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-6_17_6.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-6_17_6_horizontal.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-6_17_6_transpose.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125877\2013-06-05_19-02-10_6870\3125877-2013-06-05_19-02-10_6870-6_17_6_vertical.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125879\2013-06-05_19-45-28_6870\3125879-2013-06-05_19-45-28_6870-22_1_22.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125879\2013-06-05_19-45-28_6870\3125879-2013-06-05_19-45-28_6870-22_1_22_horizontal.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125879\2013-06-05_19-45-28_6870\3125879-2013-06-05_19-45-28_6870-22_1_22_transpose.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3125879\2013-06-05_19-45-28_6870\3125879-2013-06-05_19-45-28_6870-22_1_22_vertical.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3126913\2013-06-20_10-54-38_6959\3126913-2013-06-20_10-54-38_6959-10_2_10.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3126913\2013-06-20_10-54-38_6959\3126913-2013-06-20_10-54-38_6959-10_2_10_horizontal.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3126913\2013-06-20_10-54-38_6959\3126913-2013-06-20_10-54-38_6959-10_2_10_transpose.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3126913\2013-06-20_10-54-38_6959\3126913-2013-06-20_10-54-38_6959-10_2_10_vertical.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3126913\2013-06-20_10-54-38_6959\3126913-2013-06-20_10-54-38_6959-9_18_9.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3126913\2013-06-20_10-54-38_6959\3126913-2013-06-20_10-54-38_6959-9_18_9_horizontal.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3126913\2013-06-20_10-54-38_6959\3126913-2013-06-20_10-54-38_6959-9_18_9_transpose.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3126913\2013-06-20_10-54-38_6959\3126913-2013-06-20_10-54-38_6959-9_18_9_vertical.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-12_4_12.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-12_4_12_horizontal.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-12_4_12_transpose.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-12_4_12_vertical.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-22_1_22.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-22_1_22_horizontal.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-22_1_22_transpose.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-22_1_22_vertical.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-24_2_24.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-24_2_24_horizontal.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-24_2_24_transpose.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-24_2_24_vertical.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-5_5_5.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-5_5_5_horizontal.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-5_5_5_transpose.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-5_5_5_vertical.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-8_3_8.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-8_3_8_horizontal.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-8_3_8_transpose.png, Label: 6
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127383\2013-06-20_01-44-26_7240\3127383-2013-06-20_01-44-26_7240-8_3_8_vertical.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\312\3127384\2013-06-19_03-23-12_7460\3127384-2013-06-19_03-23-12_7460-1_17_1.png, Label: 0
